Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,RGB_Mean,RGB_Std,RGB_Max,RGB_Min,LBP_Mean,LBP_Std,LBP_Max,LBP_Min,CNN_Mean,CNN_Std,CNN_Max,CNN_Min
Slugma,Fire,,2.0,40,40,40,70,40,20,250,0.7,35.0,https://img.pokemondb.net/sprites/home/normal/2x/slugma.jpg,0.001953125,0.03241633,0.71754456,0.0,0.11111111110607205,0.10301430876335511,0.30793650792254257,0.009523809523377606,1.2331032,3.153357,35.66378,0.0
Cursola,Ghost,,8.0,60,95,50,145,130,30,510,1.0,0.4,https://img.pokemondb.net/sprites/home/normal/2x/cursola.jpg,0.001953125,0.040097862,0.9066467,0.0,0.11111111110538963,0.1296497364325442,0.43975283210917854,0.0066941297627860896,1.126359,2.3589056,27.431137,0.0
Litleo,Fire,Normal,6.0,62,50,58,73,54,72,369,0.6,13.5,https://img.pokemondb.net/sprites/home/normal/2x/litleo.jpg,0.001953125,0.028929738,0.6487274,0.0,0.11111111110748359,0.10928524180628316,0.32027424092979845,0.010447273914121865,1.9181603,3.891678,37.630695,0.0
Torchic,Fire,,3.0,45,60,40,70,50,45,310,0.4,2.5,https://img.pokemondb.net/sprites/home/normal/2x/torchic.jpg,0.001953125,0.036185846,0.81729126,0.0,0.11111111110380116,0.10492610714526379,0.30065789471706195,0.01249999999917763,1.2068303,3.3623886,33.428734,0.0
Scovillain,Grass,Fire,9.0,65,108,65,108,65,75,486,0.9,15.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/scovillain.png,0.001953125,0.03832652,0.8675537,0.0,0.11111111108870968,0.14040213608263008,0.4737903224851229,0.00604838709555476,1.0554067,2.3988478,25.02344,0.0
Regice,Ice,,3.0,80,50,100,100,200,50,580,1.8,175.0,https://img.pokemondb.net/sprites/home/normal/2x/regice.jpg,0.001953125,0.026750889,0.58909607,0.0,0.11111111110752572,0.11669841452827771,0.34720877701364283,0.004840271055022902,1.6670048,3.1966631,30.968954,0.0
Roaring Moon,Dragon,Dark,9.0,105,139,71,55,101,119,590,2.0,380.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/roaring-moon.png,0.001953125,0.03051131,0.6796875,0.0,0.11111111110227873,0.13774141103209805,0.45866454686338115,0.007949125595552534,1.8829359,3.9594061,40.55146,0.0
Skorupi,Poison,Bug,4.0,40,50,90,30,55,65,330,0.8,12.0,https://img.pokemondb.net/sprites/home/normal/2x/skorupi.jpg,0.001953125,0.031454246,0.7089691,0.0,0.11111111110707658,0.1075552413660608,0.31190994915352543,0.007625272330877805,1.6963854,3.946801,34.350834,0.0
Chien-Pao,Dark,Ice,9.0,80,120,80,90,65,135,570,1.9,152.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/chien-pao.png,0.001953125,0.0353947,0.7978668,0.0,0.11111111110023918,0.13231811655769063,0.42367906062390615,0.003913894324470265,1.2846677,2.994933,35.600437,0.0
Lanturn,Water,Electric,2.0,125,58,58,76,76,67,460,1.2,22.5,https://img.pokemondb.net/sprites/home/normal/2x/lanturn.jpg,0.001953125,0.035281256,0.7969818,0.0,0.11111111110440555,0.10745636704701757,0.2951116475380138,0.009656004827419674,1.5537138,3.0302713,31.531721,0.0
Boldore,Rock,,5.0,70,105,105,50,40,20,390,0.9,102.0,https://img.pokemondb.net/sprites/home/normal/2x/boldore.jpg,0.001953125,0.029279232,0.655777,0.0,0.11111111110727706,0.11059289967090398,0.3191856452615878,0.013802622497798392,1.7501394,3.9433265,40.14722,0.0
Stunfisk,Ground,Electric,5.0,109,66,84,81,99,32,471,0.7,11.0,https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg,0.001953125,0.03631306,0.8205261,0.0,0.11111111110452089,0.10280667334936491,0.3007117437544062,0.00771055753216426,1.3049233,2.8981633,34.387634,0.0
Shuppet,Ghost,,3.0,44,75,35,63,33,45,295,0.6,2.3,https://img.pokemondb.net/sprites/home/normal/2x/shuppet.jpg,0.001953125,0.029153777,0.6504822,0.0,0.11111111110523533,0.1114613506644089,0.3014278159544459,0.012162876784126765,1.8178803,3.6820529,38.59529,0.0
Tauros,Normal,,1.0,75,100,95,40,70,110,490,1.4,88.4,https://img.pokemondb.net/sprites/home/normal/2x/tauros.jpg,0.001953125,0.032308254,0.72895813,0.0,0.11111111110680781,0.10400539306559807,0.28621223856366335,0.010457010069308404,1.7820859,3.2272387,33.518883,0.0
Aron,Steel,Rock,3.0,50,70,100,40,40,30,330,0.4,60.0,https://img.pokemondb.net/sprites/home/normal/2x/aron.jpg,0.001953125,0.034114785,0.7657013,0.0,0.11111111110596945,0.11543814924122849,0.3604812586598574,0.014345210550007164,1.7158649,4.0953083,33.902443,0.0
Lycanroc,Rock,,7.0,75,115,65,55,65,112,487,0.8,25.0,https://img.pokemondb.net/sprites/home/normal/2x/lycanroc.jpg,0.001953125,0.033816647,0.76208496,0.0,0.11111111110609935,0.10982402550541405,0.30401443390599847,0.009021199819169094,1.0984571,2.3560412,29.399088,0.0
Glimmet,Rock,Poison,9.0,48,35,42,105,60,60,350,0.7,8.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/glimmet.png,0.001953125,0.04243275,0.9611206,0.0,0.11111111106538638,0.15040450106495487,0.5102880656336263,0.008230452671510102,0.7550976,1.9510931,23.631697,0.0
Stoutland,Normal,,5.0,85,110,90,45,90,80,500,1.2,61.0,https://img.pokemondb.net/sprites/home/normal/2x/stoutland.jpg,0.001953125,0.02825808,0.63175964,0.0,0.11111111110666311,0.10670203509343051,0.30184147316645954,0.012009607685668151,1.6271828,3.1523528,31.331535,0.0
Azurill,Normal,Fairy,3.0,50,20,40,20,40,20,190,0.2,2.0,https://img.pokemondb.net/sprites/home/normal/2x/azurill.jpg,0.001953125,0.03176628,0.708725,0.0,0.11111111110622067,0.11141759023161532,0.32306338026747083,0.006602112675765753,1.5416636,3.7540212,31.52003,0.0
Mienfoo,Fighting,,5.0,45,85,50,55,50,65,350,0.9,20.0,https://img.pokemondb.net/sprites/home/normal/2x/mienfoo.jpg,0.001953125,0.030477703,0.68266296,0.0,0.11111111110626544,0.10594005799072798,0.29481029218077587,0.010466637592216894,1.4659176,3.4599147,40.09213,0.0
Mantine,Water,Flying,2.0,85,40,70,80,140,70,485,2.1,220.0,https://img.pokemondb.net/sprites/home/normal/2x/mantine.jpg,0.001953125,0.036839023,0.8327484,0.0,0.11111111110457131,0.11859776505533311,0.3737492642511036,0.0070629782220681,1.1390208,2.63587,37.596123,0.0
Liepard,Dark,,5.0,64,88,50,88,50,106,446,1.1,37.5,https://img.pokemondb.net/sprites/home/normal/2x/liepard.jpg,0.001953125,0.033726584,0.7628479,0.0,0.1111111111071738,0.10886855579292623,0.35258681784717977,0.0120481927706574,1.7897925,3.482508,42.8793,0.0
Abomasnow,Grass,Ice,4.0,90,92,75,92,85,60,494,2.2,135.5,https://img.pokemondb.net/sprites/home/normal/2x/abomasnow.jpg,0.001953125,0.031138306,0.6923828,0.0,0.11111111110786226,0.11809584011092822,0.35116959063300673,0.010818713449976062,1.4261061,3.0247102,33.572388,0.0
Altaria,Dragon,Flying,3.0,75,70,90,70,105,80,490,1.1,20.6,https://img.pokemondb.net/sprites/home/normal/2x/altaria.jpg,0.001953125,0.03623455,0.81910706,0.0,0.11111111110675892,0.11356828848100216,0.3008225616803438,0.008225616920946902,1.3629111,3.0157166,35.45185,0.0
Eiscue,Ice,,8.0,75,80,110,65,90,50,470,1.4,89.0,https://img.pokemondb.net/sprites/home/normal/2x/eiscue.jpg,0.001953125,0.03374351,0.75305176,0.0,0.11111111110461717,0.1332512603890529,0.43600233778866143,0.004675628287277871,1.4987061,3.2396576,33.70985,0.0
Zubat,Poison,Flying,1.0,40,45,35,30,40,55,245,0.8,7.5,https://img.pokemondb.net/sprites/home/normal/2x/zubat.jpg,0.001953125,0.033609986,0.7588959,0.0,0.11111111110620123,0.1126768138764755,0.34600088376730004,0.00839593459971737,1.7804072,3.1464388,26.240309,0.0
Mewtwo,Psychic,,1.0,106,110,90,154,90,130,680,2.0,122.0,https://img.pokemondb.net/sprites/home/normal/2x/mewtwo.jpg,0.001953125,0.035001617,0.79026794,0.0,0.11111111110675381,0.12685127888609085,0.4313725490026913,0.009411764705513265,1.5796252,2.878327,32.774914,0.0
Manaphy,Water,,4.0,100,100,100,100,100,100,600,0.3,1.4,https://img.pokemondb.net/sprites/home/normal/2x/manaphy.jpg,0.001953125,0.037918508,0.85801697,0.0,0.11111111110361373,0.10606892541372882,0.3022941970106414,0.010121457489195582,1.1703279,3.1356182,37.89252,0.0
Zarude,Dark,Grass,8.0,105,120,105,70,95,105,600,1.8,70.0,https://img.pokemondb.net/sprites/home/normal/2x/zarude.jpg,0.001953125,0.03184167,0.7156067,0.0,0.11111111110776441,0.10019048530132396,0.3150602409543657,0.014457831324865729,2.7853527,5.131573,45.415997,0.0
Granbull,Fairy,,2.0,90,120,75,60,60,45,450,1.4,48.7,https://img.pokemondb.net/sprites/home/normal/2x/granbull.jpg,0.001953125,0.03172712,0.7115631,0.0,0.11111111110480157,0.10987255663442116,0.30380465642794974,0.007382169221613733,1.5040493,3.2023203,35.928562,0.0
Ceruledge,Fire,Ghost,9.0,75,125,80,60,100,85,525,1.6,62.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/ceruledge.png,0.001953125,0.040155604,0.9092407,0.0,0.11111111109419923,0.1259655351982573,0.42313546416695047,0.009132420089934184,0.8770789,2.510419,29.874578,0.0
Koraidon,Fighting,Dragon,9.0,100,135,115,85,100,135,670,2.5,303.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/koraidon.png,0.001953125,0.03179991,0.71707153,0.0,0.1111111111039008,0.12898475734427284,0.4334847501341022,0.007138221933345994,1.556633,3.190367,28.272217,0.0
Passimian,Fighting,,7.0,100,120,90,40,60,80,490,2.0,82.8,https://img.pokemondb.net/sprites/home/normal/2x/passimian.jpg,0.001953125,0.036272854,0.8183594,0.0,0.11111111110535406,0.1046814826681033,0.34300518132937796,0.009844559584982147,1.5456331,3.0912943,37.481342,0.0
Gorebyss,Water,,3.0,55,84,105,114,75,52,485,1.8,22.6,https://img.pokemondb.net/sprites/home/normal/2x/gorebyss.jpg,0.001953125,0.036977466,0.83543396,0.0,0.11111111110368885,0.11298398484064139,0.3420173680466254,0.009352037407524914,1.3726606,2.9271798,34.77481,0.0
Ursaluna,Ground,Normal,8.0,130,140,105,45,80,50,550,2.4,290.0,https://img.pokemondb.net/sprites/home/normal/2x/ursaluna.jpg,0.001953125,0.029735489,0.66641235,0.0,0.11111111110739501,0.11225693016363787,0.3471571906238409,0.013043478260433328,2.0299587,3.5970125,27.304401,0.0
Monferno,Fire,Fighting,4.0,64,78,52,78,52,81,405,0.9,22.0,https://img.pokemondb.net/sprites/home/normal/2x/monferno.jpg,0.001953125,0.033231612,0.7507477,0.0,0.11111111110636482,0.10400900773977499,0.3049978641475866,0.009824861170020297,2.2120287,4.663385,49.954308,0.0
Ferrothorn,Grass,Steel,5.0,74,94,131,54,116,20,489,1.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/ferrothorn.jpg,0.001953125,0.035328254,0.7984619,0.0,0.11111111110563496,0.1087705380166561,0.3371118777556869,0.005421389846948181,1.3223879,2.808507,35.913292,0.0
Magnezone,Electric,Steel,4.0,70,70,115,130,90,60,535,1.2,180.0,https://img.pokemondb.net/sprites/home/normal/2x/magnezone.jpg,0.001953125,0.031720813,0.7147827,0.0,0.11111111110640101,0.11099017818005079,0.30860534123320876,0.004239084357599021,2.0949552,3.9653287,42.83849,0.0
Gothitelle,Psychic,,5.0,70,55,95,95,110,65,490,1.5,44.0,https://img.pokemondb.net/sprites/home/normal/2x/gothitelle.jpg,0.001953125,0.033958845,0.7625885,0.0,0.111111111106385,0.10659824937610418,0.3543173117671494,0.017864738408427703,1.7387128,3.889433,36.06758,0.0
Pansage,Grass,,5.0,50,53,48,53,48,64,316,0.6,10.5,https://img.pokemondb.net/sprites/home/normal/2x/pansage.jpg,0.001953125,0.031723995,0.7149353,0.0,0.11111111110688958,0.1110273864355322,0.3396656534825355,0.009118541033088201,0.8840927,3.1464393,35.673687,0.0
Masquerain,Bug,Flying,3.0,70,60,62,100,82,80,454,0.8,3.6,https://img.pokemondb.net/sprites/home/normal/2x/masquerain.jpg,0.001953125,0.037868857,0.8570709,0.0,0.11111111110448947,0.1042448812275683,0.3092967818647618,0.00476758045263602,0.9459475,2.616844,36.273075,0.0
Jellicent,Water,Ghost,5.0,100,60,70,85,105,60,480,2.2,135.0,https://img.pokemondb.net/sprites/home/normal/2x/jellicent.jpg,0.001953125,0.025024183,0.54618835,0.0,0.11111111110831445,0.12742599053834117,0.39466398186774065,0.004278882456474229,2.2578642,4.399344,34.822376,0.0
Rabsca,Bug,Psychic,9.0,75,50,85,115,100,45,470,0.3,3.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/rabsca.png,0.001953125,0.035196453,0.7959595,0.0,0.11111111109715244,0.14052906437141793,0.4736180903927616,0.00753768844126411,1.4426384,3.3941333,29.756142,0.0
Metagross,Steel,Psychic,3.0,80,135,130,95,90,70,600,1.6,550.0,https://img.pokemondb.net/sprites/home/normal/2x/metagross.jpg,0.001953125,0.034140743,0.7704315,0.0,0.11111111110618598,0.10007504525958362,0.3045212765822464,0.014184397162491827,1.1501685,2.7714427,34.590607,0.0
Poltchageist,Grass,Ghost,9.0,40,45,45,74,54,50,308,0.1,1.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/poltchageist.png,0.001953125,0.041592803,0.94203186,0.0,0.11111111107972378,0.1476452303650813,0.4802259885649079,0.0,0.8859091,1.9973998,22.903067,0.0
Zacian,Fairy,,8.0,92,120,115,80,115,138,660,2.8,110.0,https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg,0.001953125,0.030161796,0.6812134,0.0,0.11111111110729943,0.10745598094679093,0.3334476843796416,0.013379073755973274,1.8211925,3.1027513,26.333855,0.0
Cradily,Rock,Grass,3.0,86,81,97,81,107,43,495,1.5,60.4,https://img.pokemondb.net/sprites/home/normal/2x/cradily.jpg,0.001953125,0.030899577,0.69633484,0.0,0.1111111111066254,0.108520921841322,0.31651190955524783,0.006459426725617302,1.6319301,3.508006,41.242027,0.0
Kartana,Grass,Steel,7.0,59,181,131,59,31,109,570,0.3,0.1,https://img.pokemondb.net/sprites/home/normal/2x/kartana.jpg,0.001953125,0.041431844,0.93840027,0.0,0.11111111110147441,0.11229509789255665,0.32957502165398306,0.012142237639883587,1.1569195,2.5613997,34.67867,0.0
Scorbunny,Fire,,8.0,50,71,40,40,40,69,310,0.3,4.5,https://img.pokemondb.net/sprites/home/normal/2x/scorbunny.jpg,0.001953125,0.040653974,0.92063904,0.0,0.11111111110091741,0.10913228226068009,0.3477064219864489,0.004587155962881912,1.0838602,2.6767309,35.95149,0.0
Rhyperior,Ground,Rock,4.0,115,140,130,55,55,40,535,2.4,282.8,https://img.pokemondb.net/sprites/home/normal/2x/rhyperior.jpg,0.001953125,0.028060704,0.6288452,0.0,0.11111111110702164,0.10585538765453206,0.29076186969853657,0.00993743098969682,2.1405082,3.9914649,36.544792,0.0
Cetoddle,Ice,,9.0,108,68,45,30,40,43,334,1.2,45.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/cetoddle.png,0.001953125,0.041553825,0.9407196,0.0,0.11111111107395019,0.12318490260402536,0.4147157189248442,0.010033444812697844,0.75060904,1.7870289,23.252121,0.0
Cranidos,Rock,,4.0,67,125,40,30,30,58,350,0.9,31.5,https://img.pokemondb.net/sprites/home/normal/2x/cranidos.jpg,0.001953125,0.031784452,0.71617126,0.0,0.11111111110532106,0.11725507164942522,0.3736321000326403,0.00677436164633797,1.5917478,3.1073253,31.339455,0.0
Pinsir,Bug,,1.0,65,125,100,55,70,85,500,1.5,55.0,https://img.pokemondb.net/sprites/home/normal/2x/pinsir.jpg,0.001953125,0.03242096,0.7305298,0.0,0.11111111110664525,0.10046071777338031,0.28737942121031435,0.012057877813020182,2.4116268,3.8073301,32.861008,0.0
Dolliv,Grass,Normal,9.0,52,53,60,78,78,33,354,0.6,11.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png,0.001953125,0.04042125,0.91537476,0.0,0.11111111108225108,0.14533997637189502,0.490909090781582,0.0025974025967279474,0.97525,2.3064556,26.784025,0.0
Zekrom,Dragon,Electric,5.0,100,150,120,120,100,90,680,2.9,345.0,https://img.pokemondb.net/sprites/home/normal/2x/zekrom.jpg,0.001953125,0.030517891,0.6789856,0.0,0.1111111111071626,0.09762315774688286,0.31130063964778604,0.009950248755865308,2.2563038,4.0435953,38.18336,0.0
Tepig,Fire,,5.0,65,63,45,45,45,45,308,0.5,9.9,https://img.pokemondb.net/sprites/home/normal/2x/tepig.jpg,0.001953125,0.033199556,0.7477875,0.0,0.11111111110676235,0.10857378390844347,0.29354207435250323,0.009393346379280104,1.8733423,4.4805965,43.384857,0.0
Blissey,Normal,,2.0,255,10,10,75,135,55,540,1.5,46.8,https://img.pokemondb.net/sprites/home/normal/2x/blissey.jpg,0.001953125,0.028060306,0.61891174,0.0,0.1111111111069974,0.14290347302891435,0.4850055534807477,0.005923731950909896,1.5991547,3.061486,33.31078,0.0
Regirock,Rock,,3.0,80,100,200,50,100,50,580,1.7,230.0,https://img.pokemondb.net/sprites/home/normal/2x/regirock.jpg,0.001953125,0.026852917,0.5968323,0.0,0.111111111107628,0.11172861301569964,0.3062695924668881,0.00909090909062411,1.864327,3.6344728,36.628002,0.0
Espeon,Psychic,,2.0,65,65,60,130,95,110,525,0.9,26.5,https://img.pokemondb.net/sprites/home/normal/2x/espeon.jpg,0.001953125,0.0332637,0.74617004,0.0,0.11111111110494853,0.1210864276331984,0.3821408762960543,0.004991680532169069,1.520183,3.0403786,35.892387,0.0
Relicanth,Water,Rock,3.0,100,90,130,45,65,55,485,1.0,23.4,https://img.pokemondb.net/sprites/home/normal/2x/relicanth.jpg,0.001953125,0.02943015,0.65982056,0.0,0.1111111111067521,0.11038259484875462,0.32601020006567244,0.009023146331540874,1.5989132,2.8847415,36.064144,0.0
Kirlia,Psychic,Fairy,3.0,38,35,35,65,55,50,278,0.8,20.2,https://img.pokemondb.net/sprites/home/normal/2x/kirlia.jpg,0.001953125,0.03527731,0.7975769,0.0,0.11111111110464739,0.10402788583342029,0.292030250128445,0.013379872017837122,1.2256868,2.6748207,35.034233,0.0
Sliggoo,Dragon,,6.0,68,75,53,83,113,60,452,0.8,17.5,https://img.pokemondb.net/sprites/home/normal/2x/sliggoo.jpg,0.001953125,0.03678422,0.8315735,0.0,0.11111111110391944,0.11530445554201059,0.3721682847655554,0.0058252427180695635,1.0162398,2.5907297,33.964935,0.0
Loudred,Normal,,3.0,84,71,43,71,43,48,360,1.0,40.5,https://img.pokemondb.net/sprites/home/normal/2x/loudred.jpg,0.001953125,0.026866587,0.6022644,0.0,0.11111111110753266,0.10832432946438715,0.3475040257537036,0.008051529790400917,2.294201,4.7588897,44.396446,0.0
Duosion,Psychic,,5.0,65,40,50,125,60,30,370,0.6,8.0,https://img.pokemondb.net/sprites/home/normal/2x/duosion.jpg,0.001953125,0.025771549,0.5220337,0.0,0.11111111110492453,0.12449495501546093,0.3763919821616708,0.0050111358571820076,0.93743986,2.381163,27.345613,0.0
Nidorino,Poison,,1.0,61,72,57,55,55,65,365,0.9,19.5,https://img.pokemondb.net/sprites/home/normal/2x/nidorino.jpg,0.001953125,0.027161792,0.6003876,0.0,0.11111111110695587,0.10652122247922943,0.2961854898916909,0.00860134629735971,1.4816425,3.1118894,30.12373,0.0
Frillish,Water,Ghost,5.0,55,40,50,65,85,40,335,1.2,33.0,https://img.pokemondb.net/sprites/home/normal/2x/frillish.jpg,0.001953125,0.03368752,0.75738525,0.0,0.1111111111059955,0.1097351542173584,0.3176795579964236,0.005985267034715228,1.292288,2.8953664,34.109913,0.0
Nuzleaf,Grass,Dark,3.0,70,70,40,60,40,60,340,1.0,28.0,https://img.pokemondb.net/sprites/home/normal/2x/nuzleaf.jpg,0.001953125,0.030606262,0.689682,0.0,0.1111111111069913,0.10326612056430523,0.2840192806717086,0.012235817574629744,2.3218482,4.350631,46.130474,0.0
Dragalge,Poison,Dragon,6.0,65,75,90,97,123,44,494,1.8,81.5,https://img.pokemondb.net/sprites/home/normal/2x/dragalge.jpg,0.001953125,0.036784545,0.83273315,0.0,0.11111111110552202,0.10178615433436455,0.30331991950184506,0.01207243460703861,1.0807322,2.8106925,28.059246,0.0
Lilligant,Grass,,5.0,70,60,75,110,75,90,480,1.1,16.3,https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg,0.001953125,0.03004818,0.67585754,0.0,0.11111111110674697,0.10968731001395972,0.3287509819195306,0.009033778475686026,1.4452949,3.492068,37.57449,0.0
Foongus,Grass,Poison,5.0,69,55,45,55,55,15,294,0.2,1.0,https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg,0.001953125,0.035261333,0.7956085,0.0,0.11111111110471068,0.1173474567107717,0.343317972330454,0.008064516128567711,1.48576,3.6111166,38.36297,0.0
Diancie,Rock,Fairy,6.0,50,100,150,100,150,50,600,0.7,8.8,https://img.pokemondb.net/sprites/home/normal/2x/diancie.jpg,0.001953125,0.0370445,0.83740234,0.0,0.11111111110465116,0.10941581208693173,0.30174418602896835,0.008139534883247701,0.91513216,2.6163568,33.730213,0.0
Pyukumuku,Water,,7.0,55,60,130,30,130,5,410,0.3,1.2,https://img.pokemondb.net/sprites/home/normal/2x/pyukumuku.jpg,0.001953125,0.032498654,0.73069763,0.0,0.11111111110497576,0.11070945332449404,0.2948647156104437,0.009939260076756528,1.3474929,3.46415,32.9233,0.0
Snom,Ice,Bug,8.0,30,25,35,45,30,20,185,0.3,3.8,https://img.pokemondb.net/sprites/home/normal/2x/snom.jpg,0.001953125,0.038370766,0.8670807,0.0,0.11111111110320283,0.14385891096652217,0.48469750886229906,0.006405693949722014,0.7672095,1.9095511,24.120998,0.0
Espathra,Psychic,,9.0,95,60,60,101,60,105,481,1.9,90.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/espathra.png,0.001953125,0.03949171,0.89424133,0.0,0.11111111109126984,0.14328007278392366,0.4803571427713648,0.005357142856186225,1.5013243,3.1532185,26.1813,0.0
Comfey,Fairy,,7.0,51,52,90,82,110,100,485,0.1,0.3,https://img.pokemondb.net/sprites/home/normal/2x/comfey.jpg,0.001953125,0.03270296,0.7394867,0.0,0.11111111110683267,0.10071371809603107,0.31112822486287534,0.009626492105905797,0.67569864,2.6393971,36.22277,0.0
Braviary,Normal,Flying,5.0,100,123,75,57,75,80,510,1.5,41.0,https://img.pokemondb.net/sprites/home/normal/2x/braviary.jpg,0.001953125,0.02803455,0.62950134,0.0,0.11111111110798036,0.10405330949801864,0.3369963369868415,0.014933784164132607,1.5480134,3.4718013,47.145866,0.0
Cobalion,Steel,Fighting,5.0,91,90,129,90,72,108,580,2.1,250.0,https://img.pokemondb.net/sprites/home/normal/2x/cobalion.jpg,0.001953125,0.03548905,0.80236816,0.0,0.11111111110608801,0.09978046313150409,0.2811934900415374,0.014014466545478551,1.051728,2.604369,35.282703,0.0
