Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL
Togedemaru,Electric,Steel,7.0,65,98,63,40,73,96,435,0.3,3.3,https://img.pokemondb.net/sprites/home/normal/2x/togedemaru.jpg
Mimikyu,Ghost,Fairy,7.0,55,90,80,50,105,96,476,0.2,0.7,https://img.pokemondb.net/sprites/home/normal/2x/mimikyu.jpg
Bruxish,Water,Psychic,7.0,68,105,70,70,70,92,475,0.9,19.0,https://img.pokemondb.net/sprites/home/normal/2x/bruxish.jpg
Drampa,Normal,Dragon,7.0,78,60,85,135,91,36,485,3.0,185.0,https://img.pokemondb.net/sprites/home/normal/2x/drampa.jpg
Dhelmise,Ghost,Grass,7.0,70,131,100,86,90,40,517,3.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/dhelmise.jpg
Jangmo-o,Dragon,None,7.0,45,55,65,45,45,45,300,0.6,29.7,https://img.pokemondb.net/sprites/home/normal/2x/jangmo-o.jpg
Hakamo-o,Dragon,Fighting,7.0,55,75,90,65,70,65,420,1.2,47.0,https://img.pokemondb.net/sprites/home/normal/2x/hakamo-o.jpg
Kommo-o,Dragon,Fighting,7.0,75,110,125,100,105,85,600,1.6,78.2,https://img.pokemondb.net/sprites/home/normal/2x/kommo-o.jpg
Tapu Koko,Electric,Fairy,7.0,70,115,85,95,75,130,570,1.8,20.5,https://img.pokemondb.net/sprites/home/normal/2x/tapu-koko.jpg
Tapu Lele,Psychic,Fairy,7.0,70,85,75,130,115,95,570,1.2,18.6,https://img.pokemondb.net/sprites/home/normal/2x/tapu-lele.jpg
Tapu Bulu,Grass,Fairy,7.0,70,130,115,85,95,75,570,1.9,45.5,https://img.pokemondb.net/sprites/home/normal/2x/tapu-bulu.jpg
Tapu Fini,Water,Fairy,7.0,70,75,115,95,130,85,570,1.3,21.2,https://img.pokemondb.net/sprites/home/normal/2x/tapu-fini.jpg
Cosmog,Psychic,None,7.0,43,29,31,29,31,37,200,0.2,0.1,https://img.pokemondb.net/sprites/home/normal/2x/cosmog.jpg
Cosmoem,Psychic,None,7.0,43,29,131,29,131,37,400,0.1,999.9,https://img.pokemondb.net/sprites/home/normal/2x/cosmoem.jpg
Solgaleo,Psychic,Steel,7.0,137,137,107,113,89,97,680,3.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/solgaleo.jpg
Lunala,Psychic,Ghost,7.0,137,113,89,137,107,97,680,4.0,120.0,https://img.pokemondb.net/sprites/home/normal/2x/lunala.jpg
Nihilego,Rock,Poison,7.0,109,53,47,127,131,103,570,1.2,55.5,https://img.pokemondb.net/sprites/home/normal/2x/nihilego.jpg
Buzzwole,Bug,Fighting,7.0,107,139,139,53,53,79,570,2.4,333.6,https://img.pokemondb.net/sprites/home/normal/2x/buzzwole.jpg
Pheromosa,Bug,Fighting,7.0,71,137,37,137,37,151,570,1.8,25.0,https://img.pokemondb.net/sprites/home/normal/2x/pheromosa.jpg
Xurkitree,Electric,None,7.0,83,89,71,173,71,83,570,3.8,100.0,https://img.pokemondb.net/sprites/home/normal/2x/xurkitree.jpg
Celesteela,Steel,Flying,7.0,97,101,103,107,101,61,570,9.2,999.9,https://img.pokemondb.net/sprites/home/normal/2x/celesteela.jpg
Kartana,Grass,Steel,7.0,59,181,131,59,31,109,570,0.3,0.1,https://img.pokemondb.net/sprites/home/normal/2x/kartana.jpg
Guzzlord,Dark,Dragon,7.0,223,101,53,97,53,43,570,5.5,888.0,https://img.pokemondb.net/sprites/home/normal/2x/guzzlord.jpg
Necrozma,Psychic,None,7.0,97,107,101,127,89,79,600,2.4,230.0,https://img.pokemondb.net/sprites/home/normal/2x/necrozma.jpg
Magearna,Steel,Fairy,7.0,80,95,115,130,115,65,600,1.0,80.5,https://img.pokemondb.net/sprites/home/normal/2x/magearna.jpg
Marshadow,Fighting,Ghost,7.0,90,125,80,90,90,125,600,0.7,22.2,https://img.pokemondb.net/sprites/home/normal/2x/marshadow.jpg
Poipole,Poison,None,7.0,67,73,67,73,67,73,420,0.6,1.8,https://img.pokemondb.net/sprites/home/normal/2x/poipole.jpg
Naganadel,Poison,Dragon,7.0,73,73,73,127,73,121,540,3.6,150.0,https://img.pokemondb.net/sprites/home/normal/2x/naganadel.jpg
Stakataka,Rock,Steel,7.0,61,131,211,53,101,13,570,5.5,820.0,https://img.pokemondb.net/sprites/home/normal/2x/stakataka.jpg
Blacephalon,Fire,Ghost,7.0,53,127,53,151,79,107,570,1.8,13.0,https://img.pokemondb.net/sprites/home/normal/2x/blacephalon.jpg
Zeraora,Electric,None,7.0,88,112,75,102,80,143,600,1.5,44.5,https://img.pokemondb.net/sprites/home/normal/2x/zeraora.jpg
Meltan,Steel,None,7.0,46,65,65,55,35,34,300,0.2,8.0,https://img.pokemondb.net/sprites/home/normal/2x/meltan.jpg
Melmetal,Steel,None,7.0,135,143,143,80,65,34,600,2.5,800.0,https://img.pokemondb.net/sprites/home/normal/2x/melmetal.jpg
Grookey,Grass,None,8.0,50,65,50,40,40,65,310,0.3,5.0,https://img.pokemondb.net/sprites/home/normal/2x/grookey.jpg
Thwackey,Grass,None,8.0,70,85,70,55,60,80,420,0.7,14.0,https://img.pokemondb.net/sprites/home/normal/2x/thwackey.jpg
Rillaboom,Grass,None,8.0,100,125,90,60,70,85,530,2.1,90.0,https://img.pokemondb.net/sprites/home/normal/2x/rillaboom.jpg
Scorbunny,Fire,None,8.0,50,71,40,40,40,69,310,0.3,4.5,https://img.pokemondb.net/sprites/home/normal/2x/scorbunny.jpg
Raboot,Fire,None,8.0,65,86,60,55,60,94,420,0.6,9.0,https://img.pokemondb.net/sprites/home/normal/2x/raboot.jpg
Cinderace,Fire,None,8.0,80,116,75,65,75,119,530,1.4,33.0,https://img.pokemondb.net/sprites/home/normal/2x/cinderace.jpg
Sobble,Water,None,8.0,50,40,40,70,40,70,310,0.3,4.0,https://img.pokemondb.net/sprites/home/normal/2x/sobble.jpg
Drizzile,Water,None,8.0,65,60,55,95,55,90,420,0.7,11.5,https://img.pokemondb.net/sprites/home/normal/2x/drizzile.jpg
Inteleon,Water,None,8.0,70,85,65,125,65,120,530,1.9,45.2,https://img.pokemondb.net/sprites/home/normal/2x/inteleon.jpg
Skwovet,Normal,None,8.0,70,55,55,35,35,25,275,0.3,2.5,https://img.pokemondb.net/sprites/home/normal/2x/skwovet.jpg
Greedent,Normal,None,8.0,120,95,95,55,75,20,460,0.6,6.0,https://img.pokemondb.net/sprites/home/normal/2x/greedent.jpg
Rookidee,Flying,None,8.0,38,47,35,33,35,57,245,0.2,1.8,https://img.pokemondb.net/sprites/home/normal/2x/rookidee.jpg
Corvisquire,Flying,None,8.0,68,67,55,43,55,77,365,0.8,16.0,https://img.pokemondb.net/sprites/home/normal/2x/corvisquire.jpg
Corviknight,Flying,Steel,8.0,98,87,105,53,85,67,495,2.2,75.0,https://img.pokemondb.net/sprites/home/normal/2x/corviknight.jpg
Blipbug,Bug,None,8.0,25,20,20,25,45,45,180,0.4,8.0,https://img.pokemondb.net/sprites/home/normal/2x/blipbug.jpg
Dottler,Bug,Psychic,8.0,50,35,80,50,90,30,335,0.4,19.5,https://img.pokemondb.net/sprites/home/normal/2x/dottler.jpg
Orbeetle,Bug,Psychic,8.0,60,45,110,80,120,90,505,0.4,40.8,https://img.pokemondb.net/sprites/home/normal/2x/orbeetle.jpg
Nickit,Dark,None,8.0,40,28,28,47,52,50,245,0.6,8.9,https://img.pokemondb.net/sprites/home/normal/2x/nickit.jpg
Thievul,Dark,None,8.0,70,58,58,87,92,90,455,1.2,19.9,https://img.pokemondb.net/sprites/home/normal/2x/thievul.jpg
Gossifleur,Grass,None,8.0,40,40,60,40,60,10,250,0.4,2.2,https://img.pokemondb.net/sprites/home/normal/2x/gossifleur.jpg
Eldegoss,Grass,None,8.0,60,50,90,80,120,60,460,0.5,2.5,https://img.pokemondb.net/sprites/home/normal/2x/eldegoss.jpg
Wooloo,Normal,None,8.0,42,40,55,40,45,48,270,0.6,6.0,https://img.pokemondb.net/sprites/home/normal/2x/wooloo.jpg
Dubwool,Normal,None,8.0,72,80,100,60,90,88,490,1.3,43.0,https://img.pokemondb.net/sprites/home/normal/2x/dubwool.jpg
Chewtle,Water,None,8.0,50,64,50,38,38,44,284,0.3,8.5,https://img.pokemondb.net/sprites/home/normal/2x/chewtle.jpg
Drednaw,Water,Rock,8.0,90,115,90,48,68,74,485,1.0,115.5,https://img.pokemondb.net/sprites/home/normal/2x/drednaw.jpg
Yamper,Electric,None,8.0,59,45,50,40,50,26,270,0.3,13.5,https://img.pokemondb.net/sprites/home/normal/2x/yamper.jpg
Boltund,Electric,None,8.0,69,90,60,90,60,121,490,1.0,34.0,https://img.pokemondb.net/sprites/home/normal/2x/boltund.jpg
Rolycoly,Rock,None,8.0,30,40,50,40,50,30,240,0.3,12.0,https://img.pokemondb.net/sprites/home/normal/2x/rolycoly.jpg
Carkol,Rock,Fire,8.0,80,60,90,60,70,50,410,1.1,78.0,https://img.pokemondb.net/sprites/home/normal/2x/carkol.jpg
Coalossal,Rock,Fire,8.0,110,80,120,80,90,30,510,2.8,310.5,https://img.pokemondb.net/sprites/home/normal/2x/coalossal.jpg
Applin,Grass,Dragon,8.0,40,40,80,40,40,20,260,0.2,0.5,https://img.pokemondb.net/sprites/home/normal/2x/applin.jpg
Flapple,Grass,Dragon,8.0,70,110,80,95,60,70,485,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/flapple.jpg
Appletun,Grass,Dragon,8.0,110,85,80,100,80,30,485,0.4,13.0,https://img.pokemondb.net/sprites/home/normal/2x/appletun.jpg
Silicobra,Ground,None,8.0,52,57,75,35,50,46,315,2.2,7.6,https://img.pokemondb.net/sprites/home/normal/2x/silicobra.jpg
Sandaconda,Ground,None,8.0,72,107,125,65,70,71,510,3.8,65.5,https://img.pokemondb.net/sprites/home/normal/2x/sandaconda.jpg
Cramorant,Flying,Water,8.0,70,85,55,85,95,85,475,0.8,18.0,https://img.pokemondb.net/sprites/home/normal/2x/cramorant.jpg
Arrokuda,Water,None,8.0,41,63,40,40,30,66,280,0.5,1.0,https://img.pokemondb.net/sprites/home/normal/2x/arrokuda.jpg
Barraskewda,Water,None,8.0,61,123,60,60,50,136,490,1.3,30.0,https://img.pokemondb.net/sprites/home/normal/2x/barraskewda.jpg
Toxel,Electric,Poison,8.0,40,38,35,54,35,40,242,0.4,11.0,https://img.pokemondb.net/sprites/home/normal/2x/toxel.jpg
Toxtricity,Electric,Poison,8.0,75,98,70,114,70,75,502,1.6,40.0,https://img.pokemondb.net/sprites/home/normal/2x/toxtricity.jpg
Sizzlipede,Fire,Bug,8.0,50,65,45,50,50,45,305,0.7,1.0,https://img.pokemondb.net/sprites/home/normal/2x/sizzlipede.jpg
Centiskorch,Fire,Bug,8.0,100,115,65,90,90,65,525,3.0,120.0,https://img.pokemondb.net/sprites/home/normal/2x/centiskorch.jpg
Clobbopus,Fighting,None,8.0,50,68,60,50,50,32,310,0.6,4.0,https://img.pokemondb.net/sprites/home/normal/2x/clobbopus.jpg
Grapploct,Fighting,None,8.0,80,118,90,70,80,42,480,1.6,39.0,https://img.pokemondb.net/sprites/home/normal/2x/grapploct.jpg
Sinistea,Ghost,None,8.0,40,45,45,74,54,50,308,0.1,0.2,https://img.pokemondb.net/sprites/home/normal/2x/sinistea.jpg
Polteageist,Ghost,None,8.0,60,65,65,134,114,70,508,0.2,0.4,https://img.pokemondb.net/sprites/home/normal/2x/polteageist.jpg
Hatenna,Psychic,None,8.0,42,30,45,56,53,39,265,0.4,3.4,https://img.pokemondb.net/sprites/home/normal/2x/hatenna.jpg
Hattrem,Psychic,None,8.0,57,40,65,86,73,49,370,0.6,4.8,https://img.pokemondb.net/sprites/home/normal/2x/hattrem.jpg
Hatterene,Psychic,Fairy,8.0,57,90,95,136,103,29,510,2.1,5.1,https://img.pokemondb.net/sprites/home/normal/2x/hatterene.jpg
Impidimp,Dark,Fairy,8.0,45,45,30,55,40,50,265,0.4,5.5,https://img.pokemondb.net/sprites/home/normal/2x/impidimp.jpg
Morgrem,Dark,Fairy,8.0,65,60,45,75,55,70,370,0.8,12.5,https://img.pokemondb.net/sprites/home/normal/2x/morgrem.jpg
Grimmsnarl,Dark,Fairy,8.0,95,120,65,95,75,60,510,1.5,61.0,https://img.pokemondb.net/sprites/home/normal/2x/grimmsnarl.jpg
Obstagoon,Dark,Normal,8.0,93,90,101,60,81,95,520,1.6,46.0,https://img.pokemondb.net/sprites/home/normal/2x/obstagoon.jpg
Perrserker,Steel,None,8.0,70,110,100,50,60,50,440,0.8,28.0,https://img.pokemondb.net/sprites/home/normal/2x/perrserker.jpg
Cursola,Ghost,None,8.0,60,95,50,145,130,30,510,1.0,0.4,https://img.pokemondb.net/sprites/home/normal/2x/cursola.jpg
Sirfetch'd,Fighting,None,8.0,62,135,95,68,82,65,507,0.8,117.0,https://img.pokemondb.net/sprites/home/normal/2x/sirfetchd.jpg
Mr. Rime,Ice,Psychic,8.0,80,85,75,110,100,70,520,1.5,58.2,https://img.pokemondb.net/sprites/home/normal/2x/mr-rime.jpg
Runerigus,Ground,Ghost,8.0,58,95,145,50,105,30,483,1.6,66.6,https://img.pokemondb.net/sprites/home/normal/2x/runerigus.jpg
Milcery,Fairy,None,8.0,45,40,40,50,61,34,270,0.2,0.3,https://img.pokemondb.net/sprites/home/normal/2x/milcery.jpg
Alcremie,Fairy,None,8.0,65,60,75,110,121,64,495,0.3,0.5,https://img.pokemondb.net/sprites/home/normal/2x/alcremie.jpg
Falinks,Fighting,None,8.0,65,100,100,70,60,75,470,3.0,62.0,https://img.pokemondb.net/sprites/home/normal/2x/falinks.jpg
Pincurchin,Electric,None,8.0,48,101,95,91,85,15,435,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/pincurchin.jpg
Snom,Ice,Bug,8.0,30,25,35,45,30,20,185,0.3,3.8,https://img.pokemondb.net/sprites/home/normal/2x/snom.jpg
Frosmoth,Ice,Bug,8.0,70,65,60,125,90,65,475,1.3,42.0,https://img.pokemondb.net/sprites/home/normal/2x/frosmoth.jpg
Stonjourner,Rock,None,8.0,100,125,135,20,20,70,470,2.5,520.0,https://img.pokemondb.net/sprites/home/normal/2x/stonjourner.jpg
Eiscue,Ice,None,8.0,75,80,110,65,90,50,470,1.4,89.0,https://img.pokemondb.net/sprites/home/normal/2x/eiscue.jpg
Indeedee,Psychic,Normal,8.0,60,65,55,105,95,95,475,0.9,28.0,https://img.pokemondb.net/sprites/home/normal/2x/indeedee.jpg
Morpeko,Electric,Dark,8.0,58,95,58,70,58,97,436,0.3,3.0,https://img.pokemondb.net/sprites/home/normal/2x/morpeko.jpg
Cufant,Steel,None,8.0,72,80,49,40,49,40,330,1.2,100.0,https://img.pokemondb.net/sprites/home/normal/2x/cufant.jpg
Copperajah,Steel,None,8.0,122,130,69,80,69,30,500,3.0,650.0,https://img.pokemondb.net/sprites/home/normal/2x/copperajah.jpg
Dracozolt,Electric,Dragon,8.0,90,100,90,80,70,75,505,1.8,190.0,https://img.pokemondb.net/sprites/home/normal/2x/dracozolt.jpg
Arctozolt,Electric,Ice,8.0,90,100,90,90,80,55,505,2.3,150.0,https://img.pokemondb.net/sprites/home/normal/2x/arctozolt.jpg
Dracovish,Water,Dragon,8.0,90,90,100,70,80,75,505,2.3,215.0,https://img.pokemondb.net/sprites/home/normal/2x/dracovish.jpg
Arctovish,Water,Ice,8.0,90,90,100,80,90,55,505,2.0,175.0,https://img.pokemondb.net/sprites/home/normal/2x/arctovish.jpg
Duraludon,Steel,Dragon,8.0,70,95,115,120,50,85,535,1.8,40.0,https://img.pokemondb.net/sprites/home/normal/2x/duraludon.jpg
Dreepy,Dragon,Ghost,8.0,28,60,30,40,30,82,270,0.5,2.0,https://img.pokemondb.net/sprites/home/normal/2x/dreepy.jpg
Drakloak,Dragon,Ghost,8.0,68,80,50,60,50,102,410,1.4,11.0,https://img.pokemondb.net/sprites/home/normal/2x/drakloak.jpg
Dragapult,Dragon,Ghost,8.0,88,120,75,100,75,142,600,3.0,50.0,https://img.pokemondb.net/sprites/home/normal/2x/dragapult.jpg
Zacian,Fairy,None,8.0,92,120,115,80,115,138,660,2.8,110.0,https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg
Zamazenta,Fighting,None,8.0,92,120,115,80,115,138,660,2.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/zamazenta.jpg
Eternatus,Poison,Dragon,8.0,140,85,95,145,95,130,690,20.0,950.0,https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg
Kubfu,Fighting,None,8.0,60,90,60,53,50,72,385,0.6,12.0,https://img.pokemondb.net/sprites/home/normal/2x/kubfu.jpg
Urshifu,Fighting,Dark,8.0,100,130,100,63,60,97,550,1.9,105.0,https://img.pokemondb.net/sprites/home/normal/2x/urshifu.jpg
Zarude,Dark,Grass,8.0,105,120,105,70,95,105,600,1.8,70.0,https://img.pokemondb.net/sprites/home/normal/2x/zarude.jpg
Regieleki,Electric,None,8.0,80,100,50,100,50,200,580,1.2,145.0,https://img.pokemondb.net/sprites/home/normal/2x/regieleki.jpg
Regidrago,Dragon,None,8.0,200,100,50,100,50,80,580,2.1,200.0,https://img.pokemondb.net/sprites/home/normal/2x/regidrago.jpg
Glastrier,Ice,None,8.0,100,145,130,65,110,30,580,2.2,800.0,https://img.pokemondb.net/sprites/home/normal/2x/glastrier.jpg
Spectrier,Ghost,None,8.0,100,65,60,145,80,130,580,2.0,44.5,https://img.pokemondb.net/sprites/home/normal/2x/spectrier.jpg
Calyrex,Psychic,Grass,8.0,100,80,80,80,80,80,500,1.1,7.7,https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg
Wyrdeer,Normal,Psychic,8.0,103,105,72,105,75,65,525,1.8,95.1,https://img.pokemondb.net/sprites/home/normal/2x/wyrdeer.jpg
Kleavor,Bug,Rock,8.0,70,135,95,45,70,85,500,1.8,89.0,https://img.pokemondb.net/sprites/home/normal/2x/kleavor.jpg
Ursaluna,Ground,Normal,8.0,130,140,105,45,80,50,550,2.4,290.0,https://img.pokemondb.net/sprites/home/normal/2x/ursaluna.jpg
Basculegion,Water,Ghost,8.0,120,112,65,80,75,78,530,3.0,110.0,https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg
Sneasler,Fighting,Poison,8.0,80,130,60,40,80,120,510,1.3,43.0,https://img.pokemondb.net/sprites/home/normal/2x/sneasler.jpg
Overqwil,Dark,Poison,8.0,85,115,95,65,65,85,510,2.5,60.5,https://img.pokemondb.net/sprites/home/normal/2x/overqwil.jpg
Enamorus,Fairy,Flying,8.0,74,115,70,135,80,106,580,1.6,48.0,https://img.pokemondb.net/sprites/home/normal/2x/enamorus.jpg
Sprigatito,Grass,None,9.0,40,61,54,45,45,65,310,0.4,4.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/sprigatito.png
Floragato,Grass,None,9.0,61,80,63,60,63,83,410,0.9,12.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png
Meowscarada,Grass,Dark,9.0,76,110,70,81,70,123,530,1.5,31.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/meowscarada.png
Fuecoco,Fire,None,9.0,67,45,59,63,40,36,310,0.4,9.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/fuecoco.png
Crocalor,Fire,None,9.0,81,55,78,90,58,49,411,1.0,30.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/crocalor.png
Skeledirge,Fire,Ghost,9.0,104,75,100,110,75,66,530,1.6,326.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/skeledirge.png
Quaxly,Water,None,9.0,55,65,45,50,45,50,310,0.5,6.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxly.png
Quaxwell,Water,None,9.0,70,85,65,65,60,65,410,1.2,21.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxwell.png
Quaquaval,Water,Fighting,9.0,85,120,80,85,75,85,530,1.8,61.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/quaquaval.png
Lechonk,Normal,None,9.0,54,45,40,35,45,35,254,0.5,10.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/lechonk.png
Oinkologne,Normal,None,9.0,110,100,75,59,80,65,489,1.0,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/oinkologne.png
Tarountula,Bug,None,9.0,35,41,45,29,40,20,210,0.3,4.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/tarountula.png
Spidops,Bug,None,9.0,60,79,92,52,86,35,404,1.0,16.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/spidops.png
Nymble,Bug,None,9.0,33,46,40,21,25,45,210,0.2,1.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/nymble.png
Lokix,Bug,Dark,9.0,71,102,78,52,55,92,450,1.0,17.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/lokix.png
Pawmi,Electric,None,9.0,45,50,20,40,25,60,240,0.3,2.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmi.png
Pawmo,Electric,Fighting,9.0,60,75,40,50,40,85,350,0.4,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmo.png
Pawmot,Electric,Fighting,9.0,70,115,70,70,60,105,490,0.9,41.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmot.png
Tandemaus,Normal,None,9.0,50,50,45,40,45,75,305,0.3,1.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/tandemaus.png
Maushold,Normal,None,9.0,74,75,70,65,75,111,470,0.3,2.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold.png
Fidough,Fairy,None,9.0,37,55,70,30,55,65,312,0.3,10.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/fidough.png
Dachsbun,Fairy,None,9.0,57,80,115,50,80,95,477,0.5,14.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/dachsbun.png
Smoliv,Grass,Normal,9.0,41,35,45,58,51,30,260,0.3,6.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/smoliv.png
Dolliv,Grass,Normal,9.0,52,53,60,78,78,33,354,0.6,11.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png
Arboliva,Grass,Normal,9.0,78,69,90,125,109,39,510,1.4,48.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/arboliva.png
Squawkabilly,Normal,Flying,9.0,82,96,51,45,51,92,417,0.6,2.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png
Nacli,Rock,None,9.0,55,55,75,35,35,25,280,0.4,16.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/nacli.png
Naclstack,Rock,None,9.0,60,60,100,35,65,35,355,0.6,105.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/naclstack.png
Garganacl,Rock,None,9.0,100,100,130,45,90,35,500,2.3,240.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/garganacl.png
Charcadet,Fire,None,9.0,40,50,40,50,40,35,255,0.6,10.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/charcadet.png
Armarouge,Fire,Psychic,9.0,85,60,100,125,80,75,525,1.5,85.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/armarouge.png
Ceruledge,Fire,Ghost,9.0,75,125,80,60,100,85,525,1.6,62.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/ceruledge.png
Tadbulb,Electric,None,9.0,61,31,41,59,35,45,272,0.3,0.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/tadbulb.png
Bellibolt,Electric,None,9.0,109,64,91,103,83,45,495,1.2,113.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/bellibolt.png
Wattrel,Electric,Flying,9.0,40,40,35,55,40,70,280,0.4,3.6,https://img.pokemondb.net/sprites/scarlet-violet/normal/wattrel.png
Kilowattrel,Electric,Flying,9.0,70,70,60,105,60,125,490,1.4,38.6,https://img.pokemondb.net/sprites/scarlet-violet/normal/kilowattrel.png
Maschiff,Dark,None,9.0,60,78,60,40,51,51,340,0.5,16.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/maschiff.png
Mabosstiff,Dark,None,9.0,80,120,90,60,70,85,505,1.1,61.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/mabosstiff.png
Shroodle,Poison,Normal,9.0,40,65,35,40,35,75,290,0.2,0.7,https://img.pokemondb.net/sprites/scarlet-violet/normal/shroodle.png
Grafaiai,Poison,Normal,9.0,63,95,65,80,72,110,485,0.7,27.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/grafaiai.png
Bramblin,Grass,Ghost,9.0,40,65,30,45,35,60,275,0.6,0.6,https://img.pokemondb.net/sprites/scarlet-violet/normal/bramblin.png
Brambleghast,Grass,Ghost,9.0,55,115,70,80,70,90,480,1.2,6.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/brambleghast.png
Toedscool,Ground,Grass,9.0,40,40,35,50,100,70,335,0.9,33.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscool.png
Toedscruel,Ground,Grass,9.0,80,70,65,80,120,100,515,1.9,58.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/toedscruel.png
Klawf,Rock,None,9.0,70,100,115,35,55,75,450,1.3,79.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/klawf.png
Capsakid,Grass,None,9.0,50,62,40,62,40,50,304,0.3,3.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/capsakid.png
Scovillain,Grass,Fire,9.0,65,108,65,108,65,75,486,0.9,15.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/scovillain.png
Rellor,Bug,None,9.0,41,50,60,31,58,30,270,0.2,1.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/rellor.png
Rabsca,Bug,Psychic,9.0,75,50,85,115,100,45,470,0.3,3.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/rabsca.png
Flittle,Psychic,None,9.0,30,35,30,55,30,75,255,0.2,1.5,https://img.pokemondb.net/sprites/scarlet-violet/normal/flittle.png
Espathra,Psychic,None,9.0,95,60,60,101,60,105,481,1.9,90.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/espathra.png
Tinkatink,Fairy,Steel,9.0,50,45,45,35,64,58,297,0.4,8.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatink.png
Tinkatuff,Fairy,Steel,9.0,65,55,55,45,82,78,380,0.7,59.1,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkatuff.png
Tinkaton,Fairy,Steel,9.0,85,75,77,70,105,94,506,0.7,112.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/tinkaton.png
Wiglett,Water,None,9.0,10,55,25,35,25,95,245,1.2,1.8,https://img.pokemondb.net/sprites/scarlet-violet/normal/wiglett.png
Wugtrio,Water,None,9.0,35,100,50,50,70,120,425,1.2,5.4,https://img.pokemondb.net/sprites/scarlet-violet/normal/wugtrio.png
Bombirdier,Flying,Dark,9.0,70,103,85,60,85,82,485,1.5,42.9,https://img.pokemondb.net/sprites/scarlet-violet/normal/bombirdier.png
Finizen,Water,None,9.0,70,45,40,45,40,75,315,1.3,60.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/finizen.png
Palafin,Water,None,9.0,100,70,72,53,62,100,457,1.3,60.2,https://img.pokemondb.net/sprites/scarlet-violet/normal/palafin.png
Varoom,Steel,Poison,9.0,45,70,63,30,45,47,300,1.0,35.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/varoom.png
Revavroom,Steel,Poison,9.0,80,119,90,54,67,90,500,1.8,120.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/revavroom.png
